"","ID","StateProv","StationName"
"1361","USW00053910 ","TX"," HOUSTON HOOKS MEM AP          "
"1362","USW00053911 ","TX"," TERRELL MUNI AP               "
"1363","USW00053912 ","TX"," CORSICANA CAMPBELL FLD        "
"1364","USW00053913 ","OK"," GUTHRIE MUNI AP               "
"1365","USW00053914 ","TX"," MCKINNEY MUNI AP              "
"1366","USW00053915 ","LA"," NEW IBERIA AP - ACADIANA RGNL "
"1367","USW00053916 ","MO"," CHILLICOTHE AGRI-SCIENCE CTR  "
"1368","USW00053917 ","LA"," NEW ORLEANS LAKEFRONT AP      "
"1369","USW00053918 ","AR"," MTN HOME BAXTER CO RGNL AP    "
"1370","USW00053919 ","AR"," MONTICELLO MUNI AP            "
"1371","USW00053920 ","AR"," RUSSELLVILLE MUNI AP          "
"1372","USW00053921 ","AR"," MT IDA                        "
"1373","USW00053922 ","AR"," FAYETTEVILLE SPRINGDALE NW AR "
"1374","USW00053925 ","AR"," DE QUEEN SEVIER CO AP         "
"1375","USW00053926 ","OK"," STILLWATER 2 W                "
"1376","USW00053927 ","OK"," STILLWATER 5 WNW              "
"1377","USW00053928 ","TX"," BRENHAM MUNI AP               "
"1378","USW00053931 ","MO"," KAISER AP                     "
"1379","USW00053934 ","AR"," BATESVILLE RGNL AP            "
"1380","USW00053942 ","TX"," GEORGETOWN MUNI AP            "
"1381","USW00053948 ","TX"," NACOGDOCHES MANGHAM AP        "
"1382","USW00053952 ","TX"," WACO MCGREGOR EXEC AP         "
"1383","USW00053955 ","AR"," SILOAM SPRINGS AP             "
"1384","USW00053959 ","AR"," W MEMPHIS MUNI AP             "
"1385","USW00053960 ","LA"," LAFAYETTE 13 SE               "
"1386","USW00053961 ","LA"," MONROE 26 N                   "
"1387","USW00053964 ","TX"," DECATUR MUNI AP               "
"1388","USW00053965 ","TX"," GRAHAM MUNI AP                "
"1389","USW00053966 ","TX"," MID WAY RGNL AP               "
"1390","USW00053967 ","TX"," GRAYSON CO AP                 "
"1391","USW00053968 ","TX"," PALESTINE 6 WNW               "
"1392","USW00053970 ","TX"," MESQUITE METRO AP             "
"1393","USW00053972 ","TX"," HILLSBORO MUNI AP             "
"1394","USW00053973 ","TX"," HEARNE MUNI AP                "
"1395","USW00053974 ","KS"," MANHATTAN 6 SSW               "
"1396","USW00053975 ","TX"," LANCASTER AP                  "
"1397","USW00053976 ","TX"," BRIDGEPORT MUNI AP            "
"1398","USW00053977 ","TX"," GRANBURY MUNI AP              "
"1399","USW00053979 ","TX"," GIDDINGS LEE CO AP            "
"1400","USW00053981 ","TX"," CLEBURNE MUNI AP              "
"1401","USW00053983 ","TX"," LLANO MUNI AP                 "
"1402","USW00053984 ","TX"," GRAND PRAIRIE MUNI AP         "
"1403","USW00053985 ","AR"," SEARCY MUNI AP                "
"1404","USW00053988 ","LA"," FT POLK FULLERTON LNDG STRIP  "
"1405","USW00053989 ","KS"," FT RILEY MULTIPLE PURPOSE RNG "
"1406","USW00053996 ","AR"," MENA INTERMOUNTAIN AP         "
"1407","USW00053997 ","TX"," COMANCHE CO CITY AP           "
"1408","USW00054704 ","MA"," NORWOOD MEM AP                "
"1409","USW00054728 ","NH"," WHITEFIELD MT WASHINGTON RGNL "
"1410","USW00054733 ","MA"," BEVERLY MUNI AP               "
"1411","USW00054734 ","CT"," DANBURY MUNI AP               "
"1412","USW00054737 ","PA"," LANCASTER AP                  "
"1413","USW00054740 ","VT"," SPRINGFIELD HARTNESS STATE AP "
"1414","USW00054742 ","VT"," SAINT JOHNSBURY ASOS          "
"1415","USW00054743 ","NJ"," CALDWELL ESSEX CO AP          "
"1416","USW00054746 ","NY"," MONTICELLO SULLIVAN           "
"1417","USW00054756 ","MA"," ORANGE MUNI AP                "
"1418","USW00054757 ","NY"," WELLSVILLE MUNI AP            "
"1419","USW00054767 ","CT"," WILLIMANTIC WINDHAM AP        "
"1420","USW00054768 ","MA"," N ADAMS HARRIMAN AP           "
"1421","USW00054769 ","MA"," PLYMOUTH MUNI AP              "
"1422","USW00054770 ","NH"," JAFFREY MUNI AP SILVER RCH    "
"1423","USW00054771 ","VT"," MORRISVILLE STOWE STATE AP    "
"1424","USW00054772 ","ME"," FRYEBURG ESTRN SLOPES RGNL AP "
"1425","USW00054773 ","NY"," FULTON OSWEGO CO AP           "
"1426","USW00054777 ","MA"," TAUNTON MUNI AP               "
"1427","USW00054778 ","NY"," PENN YAN AP                   "
"1428","USW00054779 ","NJ"," AEROFLEX-ANDOVER AP           "
"1429","USW00054780 ","NY"," MONTAUK AP                    "
"1430","USW00054781 ","VT"," BENNINGTON MORSE STATE AP     "
"1431","USW00054782 ","PA"," HERITAGE FLD AP               "
"1432","USW00054785 ","NJ"," SOMERSET AP                   "
"1433","USW00054786 ","PA"," DOYLESTOWN AP                 "
"1434","USW00054787 ","NY"," FARMINGDALE REPUBLIC AP       "
"1435","USW00054788 ","CT"," MERIDEN MARKHAM MUNI AP       "
"1436","USW00054789 ","PA"," MT POCONO POCONO MOUNTAINS MUN"
"1437","USW00054790 ","NY"," SHIRLEY BROOKHAVEN AP         "
"1438","USW00054791 ","NH"," ROCHESTER SKYHAVEN AP         "
"1439","USW00054792 ","PA"," CLEARFIELD LAWRENCE AP        "
"1440","USW00054793 ","NJ"," SUSSEX AP                     "
"1441","USW00054794 ","NH"," DURHAM 2 N                    "
"1442","USW00054795 ","NH"," DURHAM 2 SSW                  "
"1443","USW00054796 ","RI"," KINGSTON 1 NW                 "
"1444","USW00054797 ","RI"," KINGSTON 1 W                  "
"1445","USW00054808 ","IL"," CHAMPAIGN 9 SW                "
"1446","USW00054810 ","MI"," CHATHAM 1 SE                  "
"1447","USW00054811 ","IL"," SHABBONA 5 NNE                "
"1448","USW00054813 ","MI"," MUNSING LAKESHORE             "
"1449","USW00054831 ","IL"," BLOOMINGTON NORMAL AP         "
"1450","USW00054851 ","OH"," COSHOCTON 8 NNE               "
"1451","USW00054854 ","MI"," GAYLORD 9 SSW                 "
"1452","USW00054856 ","OH"," WOOSTER 3 SSE                 "
"1453","USW00054902 ","IA"," DES MOINES 17 E               "
"1454","USW00054903 ","WI"," NECEDAH 5 WNW                 "
"1455","USW00054911 ","WI"," TAYLOR CO AP                  "
"1456","USW00054932 ","MN"," SANDSTONE 6 W                 "
"1457","USW00054933 ","SD"," ABERDEEN 35 WNW               "
"1458","USW00054936 ","MN"," ST CLOUD STATE CLG            "
"1459","USW00054937 ","ND"," JAMESTOWN 38 WSW              "
"1460","USW00056401 ","AK"," GLENNALLEN 64 N               "
"1461","USW00063803 ","GA"," LAWRENCEVILLE AP              "
"1462","USW00063813 ","GA"," MARIETTA COBB CO AP           "
"1463","USW00063826 ","SC"," BLACKVILLE 3 W                "
"1464","USW00063828 ","GA"," NEWTON 8 W                    "
"1465","USW00063829 ","GA"," NEWTON 11 SW                  "
"1466","USW00063831 ","MS"," NEWTON 5 ENE                  "
"1467","USW00063838 ","KY"," VERSAILLES 3 NNW              "
"1468","USW00063849 ","KY"," BOWLING GREEN 21 NNE          "
"1469","USW00063850 ","GA"," WATKINSVILLE 5 SSE            "
"1470","USW00063855 ","TN"," CROSSVILLE 7 NW               "
"1471","USW00063856 ","GA"," BRUNSWICK 23 S                "
"1472","USW00063857 ","AL"," GADSDEN 19 N                  "
"1473","USW00063858 ","AL"," SELMA 13 WNW                  "
"1474","USW00063862 ","AL"," VALLEY HEAD 1 SSW             "
"1475","USW00063866 ","AL"," GUNTERSVILLE 2 SW             "
"1476","USW00063867 ","AL"," CULLMAN 3 ENE                 "
"1477","USW00063868 ","AL"," COURTLAND 2 WSW               "
"1478","USW00063869 ","AL"," FAIRHOPE 3 NE                 "
"1479","USW00063870 ","AL"," FLORALA MUNI AP               "
"1480","USW00063871 ","FL"," BONIFAY TRI CO AP             "
"1481","USW00063872 ","AL"," EUFAULA WEEDON FLD AP         "
"1482","USW00063873 ","AL"," OZARK FT RUCKER               "
"1483","USW00063874 ","AL"," GREENVILLE MAC CRENSHAW MEM AP"
"1484","USW00063888 ","OH"," SPRINGFIELD BECKLEY AP        "
"1485","USW00063890 ","FL"," JACKSONVILLE WHITEHOUSE NAVAL "
"1486","USW00063891 ","AL"," CLANTON 2 NE                  "
"1487","USW00063892 ","AL"," GAINESVILLE 2 NE              "
"1488","USW00063893 ","AL"," GREENSBORO 2 WNW              "
"1489","USW00063894 ","AL"," MUSCLE SHOALS 2 N             "
"1490","USW00063895 ","AL"," RUSSELLVILLE 4 SSE            "
"1491","USW00063896 ","AL"," SCOTTSBORO 2 NE               "
"1492","USW00063897 ","AL"," SELMA 6 SSE                   "
"1493","USW00063898 ","IN"," BEDFORD 5 WNW                 "
"1494","USW00063899 ","AL"," BREWTON 3 NNE                 "
"1495","USW00063903 ","LA"," FT POLK - SELF STRIP          "
"1496","USW00063904 ","TX"," TAYLOR MUNI AP                "
"1497","USW00064705 ","PA"," BUTLER CO AP                  "
"1498","USW00064707 ","CT"," OXFORD WATERBURY              "
"1499","USW00064709 ","ME"," SANFORD RGNL AP               "
"1500","USW00064710 ","RI"," NORTH CENTRAL STATE AP        "
"1501","USW00064756 ","NY"," MILLBROOK 3 W                 "
"1502","USW00064758 ","NY"," ITHACA 13 E                   "
"1503","USW00064775 ","NY"," ROME GRIFFISS AIRFIELD        "
"1504","USW00064776 ","NY"," PLATTSBURGH INTL AP           "
"1505","USW00073801 ","AL"," NORTHPORT 2 S                 "
"1506","USW00073802 ","AL"," HIGHLAND HOME 2 S             "
"1507","USW00073803 ","AL"," TALLADEGA 10 NNE              "
"1508","USW00073805 ","FL"," NW FLORIDA BEACHES INTL AP    "
"1509","USW00074401 ","MO"," ST JOSEPH WBO                 "
"1510","USW00079762 ","MO"," SPRINGFIELD                   "
"1511","USW00092802 ","FL"," TAMPA BAY EXEC AP             "
"1512","USW00092805 ","FL"," POMPANO BEACH AIRPARK         "
"1513","USW00092806 ","FL"," ST PETERSBURG ALBERT WHITTED A"
"1514","USW00092809 ","FL"," HOLLYWOOD N PERRY AP          "
"1515","USW00092811 ","FL"," MIAMI BEACH                   "
"1516","USW00092814 ","FL"," ST AUGUSTINE AP               "
"1517","USW00092821 ","FL"," TITUSVILLE 7 E                "
"1518","USW00092826 ","FL"," EVERGLADES CITY 5 NE          "
"1519","USW00092827 ","FL"," SEBRING 23 SSE                "
"1520","USW00093002 ","CO"," DENVER WSO CITY               "
"1521","USW00093005 ","CO"," DURANGO LA PLATA CO AP        "
"1522","USW00093009 ","CO"," LEADVILLE LAKE CO AP          "
"1523","USW00093010 ","CO"," LIMON                         "
"1524","USW00093013 ","CO"," MONTROSE RGNL AP              "
"1525","USW00093026 ","AZ"," DOUGLAS (BISBEE) INTL AP      "
"1526","USW00093027 ","AZ"," ST JOHNS IND AIR PK           "
"1527","USW00093032 ","CO"," DENVER NAS                    "
"1528","USW00093033 ","NM"," CAVERN CITY AP                "
"1529","USW00093037 ","CO"," COLORADO SPRINGS MUNI AP      "
"1530","USW00093041 ","NM"," LAS CRUCES MUNI AP            "
"1531","USW00093042 ","TX"," DALHART FAA AP                "
"1532","USW00093044 ","NM"," ZUNI                          "
"1533","USW00093045 ","NM"," TRUTH OR CONSEQUENCES MUNI AP "
"1534","USW00093057 ","NM"," GRANTS MILAN MUNI AP          "
"1535","USW00093058 ","CO"," PUEBLO MEM AP                 "
"1536","USW00093063 ","NM"," SILVER CITY CO AP             "
"1537","USW00093065 ","CO"," COLORADO SPRINGS USAF ACADEMY "
"1538","USW00093067 ","CO"," DENVER CENTENNIAL AP          "
"1539","USW00093069 ","CO"," CORTEZ MONTEZUMA CO AP        "
"1540","USW00093073 ","CO"," ASPEN PITKIN CO AP SARDY FLD  "
"1541","USW00093075 ","UT"," MOAB CANYONLAND AP            "
"1542","USW00093084 ","AZ"," SAFFORD MUNI AP               "
"1543","USW00093097 ","NM"," ALAMOGORDO RGNL AP            "
"1544","USW00093101 ","CA"," EL TORO MCAS                  "
"1545","USW00093102 ","NV"," FALLON NAAS                   "
"1546","USW00093103 ","CA"," HOLTVILLE NAAS                "
"1547","USW00093104 ","CA"," CHINA LAKE NAF                "
"1548","USW00093105 ","AZ"," PHOENIX LITCHFIELD NAF        "
"1549","USW00093106 ","CA"," LOS ALAMITOS                  "
"1550","USW00093107 ","CA"," SAN DIEGO MIRAMAR NAS         "
"1551","USW00093108 ","CA"," MOJAVE MCAS                   "
"1552","USW00093110 ","CA"," OXNARD VENTURA CO AP          "
"1553","USW00093111 ","CA"," PT MUGU NF                    "
"1554","USW00093112 ","CA"," N IS NAS                      "
"1555","USW00093113 ","CA"," SAN PEDRO NAS                 "
"1556","USW00093114 ","CA"," TUSTIN MCAF                   "
"1557","USW00093115 ","CA"," IMPERIAL BEACH REAM FLD NAS   "
"1558","USW00093116 ","CA"," SAN NICOLAS IS                "
"1559","USW00093117 ","CA"," SAN CLEMENTE IS NAAS          "
"1560","USW00093118 ","CA"," SALTON SEA NAAF               "
"1561","USW00093120 ","CA"," THERMAL NAF                   "
"1562","USW00093121 ","CA"," TWENTYNINE PALMS MC           "
"1563","USW00093123 ","NV"," FALLON CAA AP                 "
"1564","USW00093124 ","CA"," SANTA BARBARA MCAS            "
"1565","USW00093129 ","UT"," CEDAR CITY AP                 "
"1566","USW00093134 ","CA"," LOS ANGELES DOWNTOWN/USC      "
"1567","USW00093138 ","CA"," PALM SPRINGS ASOS             "
"1568","USW00093139 ","AZ"," PAYSON                        "
"1569","USW00093140 ","AZ"," PHOENIX CITY                  "
"1570","USW00093141 ","UT"," PRICE CARBON CO AP            "
"1571","USW00093145 ","AZ"," YUMA WB CITY                  "
"1572","USW00093167 ","AZ"," KINGMAN AP                    "
"1573","USW00093184 ","CA"," SANTA ANA JOHN WAYNE AP       "
"1574","USW00093193 ","CA"," FRESNO YOSEMITE INTL          "
"1575","USW00093197 ","CA"," SANTA MONICA MUNI AP          "
"1576","USW00093198 ","UT"," ST GEORGE CAA AP              "
"1577","USW00093205 ","CA"," MARYSVILLE AP (ASOS)          "
"1578","USW00093206 ","CA"," SAN LUIS OBISPO MCCHESNEY FLD "
"1579","USW00093209 ","CA"," PASO ROBLES MUNI AP           "
"1580","USW00093210 ","CA"," OROVILLE MUNI AP              "
"1581","USW00093211 ","CA"," OAKLAND NAS                   "
"1582","USW00093214 ","CA"," VANDENBERG AFB                "
"1583","USW00093215 ","CA"," VANDENBERG AFB                "
"1584","USW00093216 ","CA"," BEALE AFB                     "
"1585","USW00093217 ","CA"," FT ORD                        "
"1586","USW00093218 ","CA"," JOLON FT HUNTER LIGGETT       "
"1587","USW00093219 ","CA"," VANDENBERG AFB BOATHOUSE SITE "
"1588","USW00093221 ","CA"," VANDENBERG AFB SUDDEN RCH     "
"1589","USW00093225 ","CA"," SACRAMENTO METRO AP           "
"1590","USW00093226 ","CA"," SAN SIMEON PT PIEDRAS BLANCAS "
"1591","USW00093227 ","CA"," NAPA CO AP                    "
"1592","USW00093228 ","CA"," HAYWARD AIR TERMINAL          "
"1593","USW00093230 ","CA"," S LAKE TAHOE AP               "
"1594","USW00093241 ","CA"," VACAVILLE/NUT TREE AP ASOS    "
"1595","USW00093242 ","CA"," MADERA MUNI AP                "
"1596","USW00093243 ","CA"," MERCED 23 WSW                 "
"1597","USW00093245 ","CA"," BODEGA 6 WSW                  "
"1598","USW00093706 ","MD"," HAGERSTOWN RGNL AP            "
"1599","USW00093718 ","SC"," N MYRTLE BEACH                "
"1600","USW00093719 ","NC"," NEW BERN - ASOS               "
"1601","USW00093720 ","MD"," SALISBURY-WICOMICO RGNL AP    "
"1602","USW00093721 ","MD"," BALTIMORE-WASHINGTON INTL AP  "
"1603","USW00093725 ","DC"," WASHINGTON                    "
"1604","USW00093726 ","NC"," KINSTON STALLINGS FLD         "
"1605","USW00093727 ","NC"," NEW RVR MCAF                  "
"1606","USW00093728 ","VA"," DAVISON AAF                   "
"1607","USW00093729 ","NC"," CAPE HATTERAS - BILLY MITCHELL"
"1608","USW00093730 ","NJ"," ATLANTIC CITY INTL AP         "
"1609","USW00093731 ","VA"," NORFOLK FLEET WF NAS          "
"1610","USW00093732 ","NY"," NEW YORK SHOALS AFS           "
"1611","USW00093733 ","MD"," FT MEADE TPTN AAF             "
"1612","USW00093734 ","VA"," WASHINGTON DULLES WB A        "
"1613","USW00093735 ","VA"," FT EUSTIS FELKER AAF          "
"1614","USW00093736 ","VA"," CHARLOTTESVILLE ALBEMARLE AP  "
"1615","USW00093737 ","NC"," FT BRAGG SIMMONS AAF          "
"1616","USW00093738 ","VA"," WASHINGTON DULLES INTL AP     "
"1617","USW00093739 ","VA"," WALLOPS IS NASA TEST FACILITY "
"1618","USW00093740 ","NC"," FAYETTEVILLE RGNL AP GRANNIS F"
"1619","USW00093741 ","VA"," NEWPORT NEWS INTL AP          "
"1620","USW00093743 ","NC"," SWANSBORO BOGUE FLD MCAF      "
"1621","USW00093759 ","NC"," ROCKY MT WILSON AP            "
"1622","USW00093762 ","PA"," FOUNTAIN DALE SITE R HELIPAD  "
"1623","USW00093765 ","NC"," BEAUFORT - ASOS               "
"1624","USW00093773 ","VA"," NORFOLK RICH                  "
"1625","USW00093775 ","VA"," ASHLAND HANOVER CO MUNI AP    "
"1626","USW00093776 ","NC"," CHERRY POINT MCAS ASOS 2      "
"1627","USW00093778 ","PA"," YORK AP                       "
"1628","USW00093780 ","NJ"," S JERSEY RGNL AP              "
"1629","USW00093781 ","NC"," ROANOKE RAPIDS HALIFAX CO AP  "
"1630","USW00093782 ","NC"," LAURINBURG MAXTON AP          "
"1631","USW00093783 ","NC"," BURLINGTON ALAMANCE RGNL AP   "
"1632","USW00093784 ","MD"," MARYLAND SCI CTR              "
"1633","USW00093785 ","NC"," CHAPEL HILL WILLIAMS AP       "
"1634","USW00093786 ","MD"," OCEAN CITY MUNI AP            "
"1635","USW00093801 ","GA"," ROME R B RUSSELL AP           "
"1636","USW00093803 ","TN"," SMITHVILLE CAA AP             "
"1637","USW00093804 ","SC"," SPARTANBURG WB AP             "
"1638","USW00093805 ","FL"," TALLAHASSEE                   "
"1639","USW00093806 ","AL"," TUSCALOOSA AP ASOS            "
"1640","USW00093807 ","NC"," WINSTON SALEM REYNOLDS AP     "
"1641","USW00093808 ","KY"," BOWLING GREEN WARREN CO AP    "
"1642","USW00093809 ","IL"," CAIRO 3N                      "
"1643","USW00093810 ","IL"," CARBONDALE STHRN ILLINOIS AP  "
"1644","USW00093812 ","OH"," CINCINNATI MUNI AP LUNKEN FLD "
"1645","USW00093814 ","KY"," CINCINNATI/NORTHERN KENTUCKY I"
"1646","USW00093815 ","OH"," DAYTON INTL AP                "
"1647","USW00093817 ","IN"," EVANSVILLE RGNL AP            "
"1648","USW00093818 ","OH"," CHESAPEAKE HUNTINGTON         "
"1649","USW00093819 ","IN"," INDIANAPOLIS                  "
"1650","USW00093820 ","KY"," LEXINGTON BLUEGRASS AP        "
"1651","USW00093821 ","KY"," LOUISVILLE INTL AP            "
"1652","USW00093822 ","IL"," SPRINGFIELD ABRAHAM LINCOLN CA"
"1653","USW00093823 ","IN"," TERRE HAUTE CAA AP            "
"1654","USW00093824 ","OH"," ZANESVILLE MUNI AP            "
"1655","USW00093825 ","MO"," ADVANCE 1 S                   "
"1656","USW00093826 ","AL"," BARIN FLD NAAS                "
"1657","USW00093827 ","FL"," PENSACOLA BRONSON FLD NAAS    "
"1658","USW00093828 ","FL"," PENSACOLA CORRY FLD NAAS      "
"1659","USW00093830 ","GA"," ATLANTA NAS                   "
"1660","USW00093831 ","SC"," BEAUFORT MCAS                 "
"1661","USW00093832 ","FL"," JACKSONVILLE CECIL FLD NAS    "
"1662","USW00093833 ","SC"," COLUMBIA CONGAREE MCAF        "
"1663","USW00093834 ","OH"," COLUMBUS NAS                  "
"1664","USW00093835 ","GA"," GAINESVILLE NAF               "
"1665","USW00093836 ","GA"," BRUNSWICK GLYNN CO AP         "
"1666","USW00093837 ","FL"," JACKSONVILLE NAS              "
"1667","USW00093838 ","FL"," LAKE CITY NAS                 "
"1668","USW00093839 ","TN"," MEMPHIS                       "
"1669","USW00093840 ","GA"," ST SIMONS ISLAND NAS          "
"1670","USW00093841 ","FL"," WHITING FLD NAS               "
"1671","USW00093842 ","GA"," COLUMBUS METRO AP             "
"1672","USW00093843 ","AL"," DOTHAN FAA AP                 "
"1673","USW00093844 ","SC"," PARRIS ISLAND                 "
"1674","USW00093845 ","GA"," VALDOSTA RGNL AP              "
"1675","USW00093846 ","SC"," ANDERSON FAA AP               "
"1676","USW00093852 ","FL"," JACKSONVILLE WB CITY          "
"1677","USW00093859 ","FL"," PENSACOLA WB CITY             "
"1678","USW00093861 ","GA"," THOMASVILLE WB CITY           "
"1679","USW00093862 ","MS"," TUPELO RGNL AP                "
"1680","USW00093874 ","MS"," GULFPORT - BILOXI AP          "
"1681","USW00093890 ","OH"," CINCINNATI ABBE WSMO          "
"1682","USW00093891 ","OH"," COLUMBUS WSO CITY             "
"1683","USW00093901 ","TX"," DALLAS HENSLEY FLD NAS        "
"1684","USW00093903 ","TX"," FT WORTH EAGLE MT LK          "
"1685","USW00093904 ","TX"," FT WORTH MEACHAM FLD NAAF     "
"1686","USW00093905 ","KS"," HUTCHINSON NAS                "
"1687","USW00093906 ","LA"," NEW ORLEANS NAS               "
"1688","USW00093907 ","AR"," NEWPORT MCAF                  "
"1689","USW00093908 ","OK"," NORMAN NAS                    "
"1690","USW00093909 ","KS"," OLATHE JOHNSON CO IND AP      "
"1691","USW00093910 ","MO"," ST LOUIS LAMBERT              "
"1692","USW00093914 ","TX"," PALESTINE 2 NE                "
"1693","USW00093915 ","LA"," ALEXANDRIA INTL AP            "
"1694","USW00093916 ","TN"," MEMPHIS PO BLDG               "
"1695","USW00093917 ","MS"," VICKSBURG                     "
"1696","USW00093919 ","MS"," MCCOMB AP                     "
"1697","USW00093928 ","TX"," DALLAS WBO                    "
"1698","USW00093929 ","TX"," GAINESVILLE MUNI AP           "
"1699","USW00093937 ","TX"," SULPHUR SPRINGS MUNI AP       "
"1700","USW00093947 ","TX"," FREDERICKSBURG GILLESPIE CO AP"
"1701","USW00093950 ","OK"," MCALESTER RGNL AP             "
"1702","USW00093953 ","OK"," MUSKOGEE DAVIS FLD            "
"1703","USW00093955 ","TX"," PARIS                         "
"1704","USW00093958 ","MO"," COLUMBIA WB CITY              "
"1705","USW00093963 ","MO"," ST LOUIS EADS BRG             "
"1706","USW00093967 ","KS"," COFFEYVILLE MUNI AP           "
"1707","USW00093972 ","MO"," KANSAS CITY                   "
"1708","USW00093981 ","MO"," SPRINGFIELD WBO               "
"1709","USW00093983 ","TX"," PALESTINE MUNI AP             "
"1710","USW00093984 ","TX"," TEMPLE DRAUGHTON MIL          "
"1711","USW00093985 ","TX"," MINERAL WELLS AP              "
"1712","USW00093986 ","OK"," HOBART MUNI AP                "
"1713","USW00093987 ","TX"," LUFKIN ANGELINA CO AP         "
"1714","USW00093988 ","AR"," PINE BLUFF GRIDER FLD         "
"1715","USW00093989 ","IL"," QUINCY RGNL AP                "
"1716","USW00093990 ","KS"," HILL CITY MUNI AP             "
"1717","USW00093991 ","AR"," WALNUT RIDGE MUNI AP          "
"1718","USW00093992 ","AR"," EL DORADO GOODWIN FLD         "
"1719","USW00093993 ","AR"," FAYETTEVILLE DRAKE FLD        "
"1720","USW00093994 ","MO"," HANNIBAL                      "
"1721","USW00093995 ","MO"," BUTLER                        "
"1722","USW00093996 ","MO"," FARMINGTON FAA AP             "
"1723","USW00093997 ","KS"," RUSSELL MUNI AP               "
"1724","USW00093999 ","MS"," VICKSBURG CAA AP 2            "
"1725","USW00094008 ","MT"," GLASGOW                       "
"1726","USW00094010 ","MT"," ST MARIE                      "
"1727","USW00094011 ","ND"," MINOT AFB                     "
"1728","USW00094012 ","MT"," HAVRE AP ASOS                 "
"1729","USW00094014 ","ND"," WILLISTON SLOULIN FLD         "
"1730","USW00094015 ","CO"," FT CARSON                     "
"1731","USW00094017 ","MT"," WOLF PT INTL AP               "
"1732","USW00094023 ","WY"," GILLETTE CAMPBELL CO AP       "
"1733","USW00094025 ","CO"," HAYDEN YAMPA VALLEY AP        "
"1734","USW00094028 ","MT"," SIDNEY RICHLAND MUNI AP       "
"1735","USW00094030 ","UT"," VERNAL MUNI AP                "
"1736","USW00094032 ","SD"," CUSTER CO AP                  "
"1737","USW00094035 ","CO"," FT COLLINS LOVELAND AP        "
"1738","USW00094037 ","SD"," BUFFALO (ASOS)                "
"1739","USW00094038 ","ND"," HETTINGER MUNI AP             "
"1740","USW00094039 ","SD"," PINE RIDGE AP                 "
"1741","USW00094040 ","NE"," MCCOOK MUNI AP                "
"1742","USW00094041 ","ND"," GARRISON                      "
"1743","USW00094050 ","CO"," MEEKER AP                     "
"1744","USW00094051 ","MT"," JORDAN AP                     "
"1745","USW00094052 ","SD"," MOBRIDGE MUNI AP              "
"1746","USW00094053 ","WY"," TORRINGTON MUNI AP            "
"1747","USW00094054 ","WY"," BUFFALO JOHNSON CO AP         "
"1748","USW00094055 ","MT"," BAKER MUNI AP                 "
"1749","USW00094056 ","SD"," FAITH MUNI AP                 "
"1750","USW00094057 ","WY"," CONVERSE CO AP ASOS           "
"1751","USW00094059 ","MT"," WOLF POINT 34 NE              "
"1752","USW00094060 ","MT"," WOLF POINT 29 ENE             "
"1753","USW00094074 ","CO"," NUNN 7 NNE                    "
"1754","USW00094075 ","CO"," BOULDER 14 W                  "
"1755","USW00094076 ","CO"," KREMMLING MCELROY AIRFLD      "
"1756","USW00094077 ","NE"," HARRISON 20 SSE               "
"1757","USW00094078 ","WY"," LANDER 11 SSE                 "
"1758","USW00094079 ","NE"," WHITMAN 5 ENE                 "
"1759","USW00094080 ","ND"," MEDORA 7 E                    "
"1760","USW00094081 ","SD"," BUFFALO 13 ESE                "
"1761","USW00094082 ","CO"," DINOSAUR 2 E                  "
"1762","USW00094084 ","ND"," NORTHGATE 5 ESE               "
"1763","USW00094085 ","SD"," PIERRE 24 S                   "
"1764","USW00094088 ","WY"," SUNDANCE 8 NNW                "
"1765","USW00094092 ","CO"," AKRON A 4 E                   "
"1766","USW00094094 ","CO"," MEEKER 15 W                   "
"1767","USW00094096 ","UT"," VERNAL 23 SSE                 "
"1768","USW00094097 ","UT"," GRANTSVILLE 12 WNW            "
"1769","USW00094098 ","UT"," MANILA 18 ESE                 "
"1770","USW00094103 ","WA"," WALLA WALLA WSO CITY          "
"1771","USW00094104 ","MT"," HELENA WB CITY                "
"1772","USW00094107 ","OR"," ROME STATE AP                 "
"1773","USW00094119 ","WA"," DEER PARK AP                  "
"1774","USW00094128 ","UT"," LOGAN CACHE AP                "
"1775","USW00094129 ","WA"," PULLMAN MOSCOW RGNL AP        "
"1776","USW00094138 ","UT"," TOOELE TARGET                 "
"1777","USW00094143 ","ID"," IDAHO FALLS 46 W              "
"1778","USW00094144 ","ID"," IDAHO FALLS 43 NW WB          "
"1779","USW00094150 ","ID"," MULLAN PASS                   "
"1780","USW00094173 ","WY"," YELLOWSTONE LAKE              "
"1781","USW00094176 ","WA"," SPOKANE FELTS FLD             "
"1782","USW00094178 ","ID"," TWIN FALLS SUN VALLEY RGNL AP "
"1783","USW00094182 ","ID"," MCCALL AP                     "
"1784","USW00094185 ","OR"," BURNS MUNI AP                 "
"1785","USW00094194 ","ID"," REXBURG MADISON CO AP         "
"1786","USW00094197 ","WA"," OMAK                          "
"1787","USW00094224 ","OR"," ASTORIA AP (PORT OF)          "
"1788","USW00094225 ","WA"," HOQUIAM BOWERMAN AP           "
"1789","USW00094227 ","WA"," SHELTON AP                    "
"1790","USW00094236 ","OR"," KLAMATH FALLS INTL AP         "
"1791","USW00094239 ","WA"," WENATCHEE PANGBORN MEM AP     "
